match_id,team1,team2,path,prediction,team1_base_elo,team1_qual_bonus,team2_base_elo,team2_qual_bonus,team1_path_fatigue,team2_path_fatigue,team1_path_opponent,team2_path_opponent,model_prediction,selection_source
M102,W99(W91(W78(E2(Ecuador)))),W100(W96(W85(B1(Switzerland)))),alt,Ecuador (54%),1935,18,1894,60,511,514,G|Germany:-5 > South Korea:0 > France:-38 > Netherlands:-19,G|Canada:-1 > Algeria:0 > Netherlands:-15 > France:-45,Ecuador (54%),model
M102,W99(W91(W78(E2(Ecuador)))),W100(W95(W88(D2(Paraguay)))),alt,Ecuador (68%),1935,18,1832,5,511,609,G|Germany:-5 > South Korea:0 > France:-38 > Netherlands:-19,G|Turkey:-4 > Iran:0 > Argentina:-40 > Portugal:-29,Ecuador (68%),model
M102,W99(W91(W78(E2(Ecuador)))),W100(W96(W85(B1(Canada)))),alt,Ecuador (61%),1935,18,1793,0,511,546,G|Germany:-5 > South Korea:0 > France:-38 > Netherlands:-19,G|Switzerland:-3 > South Korea:0 > Netherlands:-15 > Argentina:-48,Ecuador (61%),model
M102,W99(W91(W78(E2(Ecuador)))),W100(W96(W87(K1(Colombia)))),alt,Colombia (50%),1935,18,1977,10,511,636,G|Germany:-5 > South Korea:0 > France:-38 > Netherlands:-19,G|Portugal:-6 > Croatia:-5 > Spain:-45 > Turkey:-20,Colombia (50%),model
M102,W99(W91(W78(E2(Ecuador)))),W100(W95(W86(H2(Uruguay)))),alt,Ecuador (66%),1935,18,1892,10,511,504,G|Germany:-5 > South Korea:0 > France:-38 > Netherlands:-19,G|Spain:-11 > Argentina:-20 > Paraguay:0 > Portugal:-29,Ecuador (66%),model
M102,W99(W91(W78(E2(Ecuador)))),W100(W95(W88(G2(Belgium)))),alt,Ecuador (52%),1935,18,1888,58,511,384,G|Germany:-5 > South Korea:0 > France:-38 > Netherlands:-19,Czechia:0 > Turkey:-17 > Portugal:-29,Ecuador (52%),model
M102,W99(W91(W78(E2(Germany)))),W100(W95(W86(J1(Argentina)))),alt,Argentina (75%),1925,69,2113,40,496,266,G|Ecuador:-3 > Australia:0 > France:-38 > Netherlands:-19,G|Austria:-3 > Uruguay:0 > Paraguay:0 > Portugal:-29,Argentina (75%),model
M102,W99(W91(W78(E2(Germany)))),W100(W96(W87(K1(Portugal)))),alt,Portugal (59%),1925,69,1984,51,496,282,G|Ecuador:-3 > Australia:0 > France:-38 > Netherlands:-19,G|Colombia:-4 > Panama:0 > Switzerland:-10 > Turkey:-20,Portugal (59%),model
M102,W99(W91(W78(E2(Germany)))),W100(W96(W85(B1(Switzerland)))),alt,Germany (62%),1925,69,1894,60,496,514,G|Ecuador:-3 > Australia:0 > France:-38 > Netherlands:-19,G|Canada:-1 > Algeria:0 > Netherlands:-15 > France:-45,Germany (62%),model
M102,W99(W91(W78(E2(Germany)))),W100(W95(W88(D2(Paraguay)))),alt,Germany (75%),1925,69,1832,5,496,609,G|Ecuador:-3 > Australia:0 > France:-38 > Netherlands:-19,G|Turkey:-4 > Iran:0 > Argentina:-40 > Portugal:-29,Germany (75%),model
M102,W99(W91(W78(E2(Germany)))),W100(W96(W85(B1(Canada)))),alt,Germany (69%),1925,69,1793,0,496,546,G|Ecuador:-3 > Australia:0 > France:-38 > Netherlands:-19,G|Switzerland:-3 > South Korea:0 > Netherlands:-15 > Argentina:-48,Germany (69%),model
M102,W99(W91(W78(E2(Germany)))),W100(W96(W87(K1(Colombia)))),alt,Germany (58%),1925,69,1977,10,496,636,G|Ecuador:-3 > Australia:0 > France:-38 > Netherlands:-19,G|Portugal:-6 > Croatia:-5 > Spain:-45 > Turkey:-20,Germany (58%),model
M102,W99(W91(W78(E2(Germany)))),W100(W95(W86(H2(Uruguay)))),alt,Germany (73%),1925,69,1892,10,496,504,G|Ecuador:-3 > Australia:0 > France:-38 > Netherlands:-19,G|Spain:-11 > Argentina:-20 > Paraguay:0 > Portugal:-29,Germany (73%),model
M102,W99(W91(W78(E2(Germany)))),W100(W95(W88(G2(Belgium)))),alt,Germany (60%),1925,69,1888,58,496,384,G|Ecuador:-3 > Australia:0 > France:-38 > Netherlands:-19,Czechia:0 > Turkey:-17 > Portugal:-29,Germany (60%),model
